"FullName","Name"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Eat The Rich.cdg","Aerosmith - Eat The Rich.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Eat The Rich.MP3","Aerosmith - Eat The Rich.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Falling In Love.cdg","Aerosmith - Falling In Love.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Falling In Love.mp3","Aerosmith - Falling In Love.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Fly Away From Here.cdg","Aerosmith - Fly Away From Here.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Fly Away From Here.mp3","Aerosmith - Fly Away From Here.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - I Don't Want To Miss A Thing.cdg","Aerosmith - I Don't Want To Miss A Thing.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - I Don't Want To Miss A Thing.mp3","Aerosmith - I Don't Want To Miss A Thing.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Jaded.cdg","Aerosmith - Jaded.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Jaded.mp3","Aerosmith - Jaded.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Janies Got A Gun.cdg","Aerosmith - Janies Got A Gun.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Janies Got A Gun.mp3","Aerosmith - Janies Got A Gun.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Last Child.cdg","Aerosmith - Last Child.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Last Child.MP3","Aerosmith - Last Child.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Livin' On The Edge.cdg","Aerosmith - Livin' On The Edge.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Livin' On The Edge.mp3","Aerosmith - Livin' On The Edge.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Love In An Elevator.cdg","Aerosmith - Love In An Elevator.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Love In An Elevator.mp3","Aerosmith - Love In An Elevator.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Mama Kin.cdg","Aerosmith - Mama Kin.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Mama Kin.MP3","Aerosmith - Mama Kin.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Pandora's Box.cdg","Aerosmith - Pandora's Box.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Pandora's Box.mp3","Aerosmith - Pandora's Box.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Same Old Song And Dance.cdg","Aerosmith - Same Old Song And Dance.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Same Old Song And Dance.mp3","Aerosmith - Same Old Song And Dance.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Sunshine.cdg","Aerosmith - Sunshine.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Sunshine.mp3","Aerosmith - Sunshine.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Sweet Emotion.cdg","Aerosmith - Sweet Emotion.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Sweet Emotion.mp3","Aerosmith - Sweet Emotion.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - The Other Side.cdg","Aerosmith - The Other Side.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - The Other Side.MP3","Aerosmith - The Other Side.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Toys In The Attic.cdg","Aerosmith - Toys In The Attic.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Toys In The Attic.mp3","Aerosmith - Toys In The Attic.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Walk This Way.cdg","Aerosmith - Walk This Way.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - Walk This Way.mp3","Aerosmith - Walk This Way.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - What It Takes.cdg","Aerosmith - What It Takes.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Aerosmith - What It Takes.MP3","Aerosmith - What It Takes.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Black Sabbath - Iron Man.cdg","Black Sabbath - Iron Man.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Black Sabbath - Iron Man.mp3","Black Sabbath - Iron Man.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Black Sabbath - Paranoid.cdg","Black Sabbath - Paranoid.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Black Sabbath - Paranoid.mp3","Black Sabbath - Paranoid.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Black Sabbath - Sabbath Bloody Sabbath.cdg","Black Sabbath - Sabbath Bloody Sabbath.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Black Sabbath - Sabbath Bloody Sabbath.mp3","Black Sabbath - Sabbath Bloody Sabbath.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Black Sabbath - Sweet Leaf.cdg","Black Sabbath - Sweet Leaf.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Black Sabbath - Sweet Leaf.MP3","Black Sabbath - Sweet Leaf.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Black Sabbath - The Mob Rules.cdg","Black Sabbath - The Mob Rules.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Black Sabbath - The Mob Rules.MP3","Black Sabbath - The Mob Rules.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Black Sabbath - War Pigs.cdg","Black Sabbath - War Pigs.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Black Sabbath - War Pigs.mp3","Black Sabbath - War Pigs.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Cooper, Alice - Be My Lover.cdg","Cooper, Alice - Be My Lover.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Cooper, Alice - Be My Lover.mp3","Cooper, Alice - Be My Lover.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Cooper, Alice - Elected.cdg","Cooper, Alice - Elected.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Cooper, Alice - Elected.mp3","Cooper, Alice - Elected.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Cooper, Alice - Feed My Frankenstein.cdg","Cooper, Alice - Feed My Frankenstein.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Cooper, Alice - Feed My Frankenstein.mp3","Cooper, Alice - Feed My Frankenstein.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Cooper, Alice - Is It My Body.cdg","Cooper, Alice - Is It My Body.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Cooper, Alice - Is It My Body.mp3","Cooper, Alice - Is It My Body.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Cooper, Alice - No More Mr Nice Guy.cdg","Cooper, Alice - No More Mr Nice Guy.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Cooper, Alice - No More Mr Nice Guy.mp3","Cooper, Alice - No More Mr Nice Guy.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Cooper, Alice - Poison.cdg","Cooper, Alice - Poison.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Cooper, Alice - Poison.mp3","Cooper, Alice - Poison.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Cooper, Alice - School's Out.cdg","Cooper, Alice - School's Out.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Cooper, Alice - School's Out.mp3","Cooper, Alice - School's Out.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Cooper, Alice - Welcome To My Nightmare.cdg","Cooper, Alice - Welcome To My Nightmare.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Cooper, Alice - Welcome To My Nightmare.mp3","Cooper, Alice - Welcome To My Nightmare.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Cooper, Alice - You And Me.cdg","Cooper, Alice - You And Me.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal - NR. 1 - by Babycharles - Karaoke\Cooper, Alice - You And Me.MP3","Cooper, Alice - You And Me.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Aerosmith - Angel.cdg","Aerosmith - Angel.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Aerosmith - Angel.MP3","Aerosmith - Angel.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Aerosmith - Draw The Line.cdg","Aerosmith - Draw The Line.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Aerosmith - Draw The Line.MP3","Aerosmith - Draw The Line.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Aerosmith - Hole In My Soul.cdg","Aerosmith - Hole In My Soul.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Aerosmith - Hole In My Soul.MP3","Aerosmith - Hole In My Soul.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Aerosmith - Pink.cdg","Aerosmith - Pink.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Aerosmith - Pink.MP3","Aerosmith - Pink.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Aerosmith - Rag Doll.cdg","Aerosmith - Rag Doll.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Aerosmith - Rag Doll.MP3","Aerosmith - Rag Doll.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Aerosmith - What Kind Of Love Are You On.cdg","Aerosmith - What Kind Of Love Are You On.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Aerosmith - What Kind Of Love Are You On.MP3","Aerosmith - What Kind Of Love Are You On.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Alice In Chains - Again.cdg","Alice In Chains - Again.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Alice In Chains - Again.MP3","Alice In Chains - Again.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Anthrax - Caught In A Mosh.cdg","Anthrax - Caught In A Mosh.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Anthrax - Caught In A Mosh.mp3","Anthrax - Caught In A Mosh.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Black Sabbath - Children Of The Grave.CDG","Black Sabbath - Children Of The Grave.CDG"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Black Sabbath - Children Of The Grave.MP3","Black Sabbath - Children Of The Grave.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Black Sabbath - Snowblind.cdg","Black Sabbath - Snowblind.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Black Sabbath - Snowblind.mp3","Black Sabbath - Snowblind.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Blackhawk - Postmarked Birmingham.cdg","Blackhawk - Postmarked Birmingham.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Blackhawk - Postmarked Birmingham.MP3","Blackhawk - Postmarked Birmingham.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Bon Jovi - Have A Nice Day.cdg","Bon Jovi - Have A Nice Day.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Bon Jovi - Have A Nice Day.mp3","Bon Jovi - Have A Nice Day.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Bon Jovi - Midnight In Chelsea.cdg","Bon Jovi - Midnight In Chelsea.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Bon Jovi - Midnight In Chelsea.MP3","Bon Jovi - Midnight In Chelsea.MP3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Bon Jovi - Welcome To Wherever You Are.cdg","Bon Jovi - Welcome To Wherever You Are.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Bon Jovi - Welcome To Wherever You Are.mp3","Bon Jovi - Welcome To Wherever You Are.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Cinderella - Don't Know What You Got.cdg","Cinderella - Don't Know What You Got.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Cinderella - Don't Know What You Got.mp3","Cinderella - Don't Know What You Got.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Cinderella - Gypsy Road.cdg","Cinderella - Gypsy Road.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Cinderella - Gypsy Road.mp3","Cinderella - Gypsy Road.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Cinderella - Heartbreak Station.cdg","Cinderella - Heartbreak Station.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Cinderella - Heartbreak Station.mp3","Cinderella - Heartbreak Station.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Cinderella - Nobody's Fool.cdg","Cinderella - Nobody's Fool.cdg"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Cinderella - Nobody's Fool.mp3","Cinderella - Nobody's Fool.mp3"
"D:\Karaoke\from vinny\9-19-14\Metal\Heavy Metal Nr. 2 - Karaoke\Cinderella - Somebody Save Me.cdg","Cinderella - Somebody Save Me.cdg"
